User,arroba,hora de publicación,publicación
Galán de barrio 🇵🇸,@AbelFdz_CDMX,49min,"""Todo MORENA!!! Vamos a Hacer Historia #EleccionesMéxico2024 #SheinbaumPresidenta"""
Rafael 🇲🇽🇮🇱,@rrafael_escobed,50min,"""Con mucho orgullo puedo decir que voté por @XochitlGalvez Próxima Presidente de Mexico 💙🔥 #EleccionesMéxico2024"""
Ranma1/2,@akane1970,50min,"""En respuesta a @XochitlGalvez Por un respiro para México #YoVotarePorXóchitl Listo !!!!🇲🇽🇲🇽🇲🇽🇲🇽 #EleccionesMéxico2024"""
MacRG,@Machela13,51min,"""Por mi casa está colapsado el tráfico !! Me encanta la vibra que se siente !!!! Vamos por #EleccionesMéxico2024 #YoVotarePorXóchitl"""
Fernando Ancona,@anconafernandoo,51min,"""Mi voto para @XochitlGalvez #EleccionesMéxico2024 #YoVotaréPorXóchitl 🇲🇽🇲🇽"""
H García 🦈,@Edygfs,51min,"""Domingo de ver puros dedos pintados en historias de Instagram y Facebook por las #EleccionesMéxico2024 #ClaudiaEsUnPeligroParaMéxico #XochitlYaGanó"""
Björn Jörgensen 🇲🇽 🇩🇰,@Ave_Fenix007,51min,"""En mi casilla 🗳 realicé una encuesta de entrada. De alrededor de 60 encuestados, 60 votarían a favor de @XochitlGalvez 💯% Hoy morena nos empezará a pagar las cuentas de su destrucción. El hartazgo es inenarrable. #EleccionesMéxico2024"""
Mayra Hernández,@Mayra_Hrdez,52min,"""#EleccionesMéxico2024 #YoVotarePorXóchitl 🇲🇽👍🏼"""
Mr. Lopez,@SonOfA_Lopez,53min,"""Ojo! Junio 2, 2024 9:50am Hora Pacifico. 👀 La página oficial del Consulado Mexicano en Portland OR no contiene NADA de información sobre las elecciones o como votar… NADA! 🇲🇽 @Xochitl2024 #VotoÚtilXMéxico #XochitlGálvezPresidenta24"""
P.,@paoandradech,53min,"""En respuesta a @paoandradech Primeras elecciones en las que tengo la oportunidad de votar #ClaudiaArrasará @Claudiashein #votoextranjero #EleccionesMéxico2024"""
Lmendoza,@lmendoza_a,54min,"""#XochitlGálvezPresidenta24 Vamos con todo, menos Miedo #EleccionesMéxico2024"""
Chimpance Del Caribe,@ChimpanceCaribe,54min,"""Mi voto para Xóchitl!! Fuera morena!!! #EleccionesMéxico2024 #votaciones2024"""
Alex,@aleguzan,56min,"""Voté por primera vez 😺 #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
✨ 𝓐𝓻𝓪𝓭𝓲𝓪 𝓜𝓪𝓻í𝓷 ✨,@AradiaMarin,57min,"""Ya voté por mi próximo jefe de gobierno @STaboadaMxy mi futura presidenta @XochitlGalvez 💙💙💙 #EleccionesMéxico2024"""
Yucaterco Atípico ~,@jjpeniche,58min,"""De ese tamaño es el miedo que tienen a la participación ciudadana. @INEMexico @lopezobrador_ @CENMorenaMX #EleccionesMéxico2024 #XochitlGálvezPresidente2024 #XóchitlGálvezPresidenta"""
León Abyecto X,@elleonabyecto,59min,"""Yo ya voté por @XochitlGalvez #EleccionesMéxico2024"""
valevs,@_valevs_,59min,"""En respuesta a @Claudiashein #EleccionesMéxico2024 #Presidenta"""
๏г α∂αɱε,@or_adamev,59min,"""6 de 6 para Morena… Hoy tendremos Presidenta y habrá fiesta nacional. #EleccionesMéxico2024 #ClaudiaArrasa #YaGanamos2024 #VotoMasivoPorLa4T"""
Joaquín Trujillo Negrete,@joacotn,1h,"""YA VOTÉ! y estoy tristísimo de haber votado por lo #MenosPeor. Espero construir que algún día las nuevas generaciones tengan opciones tan fuertes y buenas que les sea muy difícil decidir por la propuesta de valor. #EleccionesMéxico2024 #veracruz @Claudiashein @XochitlGalvez"""
Incognito,@necesitonombre,1h,"""A mí no me culpen de esta pesadilla... puro pendejo vota por Morena! #EleccionesMéxico2024 #XochitlYaGanó"""
RICARDO ROM DIAZ †,@RomRicardo1,1h,"""Formado desde temprano, hay una larga fila todavía y el sol está súper fuerte, pero vale la pena la espera. ¡Ejerzan su derecho al voto, salgan a votar! 🗳️ Aquí es en donde les vamos a cobrar factura a los PRIANISTAS traidores. #ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024"""
Alejandro Sodi,@alejandrosodiii,1h,"""Primeras elecciones decidiendo el futuro de mi país, votando a favor de salvar nuestra democracia por Xóchitl Gálvez"""
El Cemas,@Elcemas_Master,1h,"""Por un México sin más masacres y muertos. Por un México con futuro. Por un México sin miedo. TODO XÓCHITL. QUE CHINGUE A SU MADRE LA 4T Y LOS PENDEJOS."""
𝑴𝑨𝑹𝑻𝑯𝑨 𝑷𝑹𝑮 🩷✋🏻💗,@marthap230,1h,"""¡Listo! 🩷🩷👏🏻🙌🏻🙌🏻🙌🏻 #EleccionesMéxico2024 #XoxhitlGálvezPresidente2024"""
ɢʀᴇᴛᴀ ʙᴇᴜᴛᴇʟsᴘᴀᴄʜᴇʀ,@GretaBeutelspac,1h,"""#EleccionesMéxico2024 #XoxhitlGálvezPresidente2024 🇲🇽🫶🏻🤍✨ ¡Cadena de oración por México! Un país secuestrado por el crimen organizado! No es tarea fácil, pero tenemos que hacer algo antes que sea demasiado tarde 🤍👏🏻✨🫶🏻"""
Alberto Kok,@KokAlberto,1h,"""Así nomás quedó #EleccionesMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico @Claudiashein @lopezobrador_"""
Sara Patricia,@patolukas26,1h,"""Aquí mi voto por ti @Claudiashein y todo @PartidoMorenaMx #EleccionesMexico2024"""
juan carlos alonso,@JcahhJuan,1h,"""México lindo y querido!! Unidos hemos estado siempre!!! #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
#FreePalestine🇵🇸#GoRussia🇷🇺#FreeAssangeNow📰,@joanmebec,1h,"""#ClaudiaPresidentaDeMéxico #EleccionesMéxico2024 #AmloElMejorPresidenteDelMundo"""
miranda,@IraisMeza1,1h,"""En respuesta a @FreddyOliviery y @XochitlGalvez Yo voto porque puedo y porque quiero #EleccionesMéxico2024 #YoVotarePorXóchitl"""
Julián Carax.,@AlexMor53915298,1h,"""2018 / 2024 ¡Que siga la Transformación! #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
Karen García 💜,@KarenMichelG,1h,"""Yo ya voté! #EleccionesMéxico2024 #VotarEstáDeModa #XoxhitlGálvezPresidente2024 💪🏼💕🇲🇽"""
Claudia Vigil Castañeda,@callavigil,1h,"""En respuesta a @samuel_garcias Hicimos lo propio emitir el voto y como lo dije nada para MC y de paso mandar a la fregada a morena también #EleccionesMéxico2024 #SamuelFacturero #XochitlGálvezPresidenta24"""
