num_debate,canal,username,fecha,comentario,num_likes,comentario_editado,Claudia,Maynez,Ninguno,Xóchitl,topic
2,nmas,guevaraz101,28/04/2024,señora. Claudia siempre coherente ...,58,señora.claudia siempre coherente...,1,0,0,0,0
2,nmas,BolicovMX,28/04/2024,"La candidatura de la botarga es una perdida de tiempo y de dinero, todos ya  sabemos que se le avecina una humillante derrota.  Pobre además de loser ta Re F E A y es un meme viviente",8,"la candidatura de la botarga es una perdida de tiempo y de dinero,todos ya sabemos que se le avecina una humillante derrota.pobre además de loser ta re f e a y es un meme viviente",0,0,0,-1,-1
2,nmas,LucasAbelardo-yq3ep,28/04/2024,Que DIOS bendiga aquien gane Es el unico ke puede dar paz  Y cumple toda sus promesas Ningun hombre o ser humano Puede o dar resultado,1,que dios bendiga aquien gane es el unico que puede dar paz y cumple toda sus promesas ningun hombre o hacer humano puede o dar resultado,1,1,0,0,-1
2,nmas,wingel82,28/04/2024,"Que infantil la señora. xochitl, le queda enorme el traje de presidencia.",2,"que infantil la señora.xochitl,le queda enorme el traje de presidencia.",0,0,0,-1,3
2,nmas,JoseJavierToledoRuiz-dq4fk,28/04/2024,"Simplemente ver quién está atrás d cada candidato , el prian puro delincuente estaría idiota votar por ellos",15,"simplemente ver quién está atrás d cada candidato,el prian representado por xochitl puro delincuente estaría idiota votar por ellos",0,0,0,-1,-1
2,nmas,raul513100,28/04/2024,Las apuestas en las vegas están a 10 por 1 a favor a claudia,27,las apuestas en las vegas están a 10 por 1 a favor a claudia,1,0,0,0,-1
2,nmas,marcoosorno9751,28/04/2024,- DESCIFRALOOOO.    .  -  .   -  Y EL  .,1,-descifraloooo..-.-y el.,1,0,1,0,0
2,nmas,gabinoblanco7792,28/04/2024,Y que van aser para los paisanos mexicanos que estamos en USA .que aun no tenemos documentos legales y un día regresamos a mexico nos ayudaran,0,y que van hacer para los paisanos mexicanos que estamos en usa.que aún no tenemos documentos legales y un día regresamos a mexico nos ayudaran,0,0,-1,0,1
2,nmas,sandydupe4288,28/04/2024,HAGAMOSLO SOMOS MAS MEXICANOS CON LA 4T DRA CLAUDIA PRESIDENTE,65,hagamoslo somos más mexicanos con la 4ta transformación doctora claudia presidente,1,0,0,0,1
2,nmas,user-ud3tz3do6p,28/04/2024,Maynez,42,maynez,0,1,0,0,17
2,nmas,LF3792,28/04/2024,2:52  Cual grupo? Porque lo censuraron? Miedo acaso?,0,2:52 cual grupo?porque lo censuraron?miedo acaso?,0,-1,-1,-1,5
2,nmas,Sam.marban,28/04/2024,1:11:22 comienza,1,1:11:22 comienza,0,0,1,0,5
2,nmas,vladimirmontero7132,28/04/2024,Ninguno de los representaste del prian contestan las preguntas que les hacen siempre salen por la tangente y se enojan,23,ninguno de los representaste del prian representado por xochitl contestan las preguntas que les hacen siempre salen por la tangente y se enojan,0,-1,0,-1,-1
2,nmas,margaritamorales2209,28/04/2024,Pobrecita  ser pobre no es sinónimo de ser valemadrista. Pobre PRIAN,36,pobrecita hacer pobre no es sinónimo de hacer valemadrista.pobre prian representado por xochitl,0,0,0,-1,-1
2,nmas,isaiasacosta6120,28/04/2024,poghque Xochitl haghbla asigh? Ahgg!,0,poghque xochitl haghbla asigh?ahgg!,0,0,0,-1,0
2,nmas,marcoosorno9751,28/04/2024,EL TAL MAYNEZ.  NOO  SE ESTÁ RIENDO.  - SIMPLEMENTE ESTA DIENTUDO.,1,el tal maynez.noo se está riendo.-simplemente esta dientudo.,-1,-1,0,0,0
2,nmas,luisreyfloresyera2753,28/04/2024,Y ganó claudia,16,y ganó claudia,1,0,0,0,-1
2,nmas,Andreseñoramirez-ei6lj,28/04/2024,Esa xochitlt Gálvez puras tarugadas dijo…. Solo falsedades….,61,esa xochitl galvez puras tarugadas dijo….solo falsedades….,0,0,0,-1,-1
2,nmas,Denissealvarez,28/04/2024,Xóchil traía un apuntador!!!! Fue obvio cuando se dirigió a los yucatecos retractandose de lo que había dicho del tren Maya. Fue obvio que le dijeron que ya la había regado otra vez. QUE LA REVISEN PARA EL PRÓXIMO DEBATE!!!!,1,xochitl traía un apuntador!!!!fue obvio cuando se dirigió a los yucatecos retractandose de lo que había dicho del tren maya.fue obvio que le dijeron que ya la había regado otra vez.que la revisen para el próximo debate!!!!,0,0,0,-1,-1
2,nmas,miguelat9725,28/04/2024,"Parece Ventaneando, el más tranquilo y que se dedica a contestar es Maynez",5,"parece ventaneando,el más tranquilo y que se dedica a contestar es maynez",0,1,0,0,-1
2,nmas,user-um3ne5mt6w,28/04/2024,"Sin duda, la Dra. Claudia, demostró que es confiable, tiene claro como gobernar y lo más probable es que mejore a nuestro país.",22,"sin duda,la doctora.claudia,demostró que es confiable,tiene claro como gobernar y lo más probable es que mejore a nuestro país.",1,0,0,0,-1
2,nmas,jonathancruzleon6972,28/04/2024,Ni para eso sirve mochil... Ni para seguir simples reglas del debate jajajaja,10,ni para eso sirve xochitl...ni para seguir simples reglas del debate jajajaja,0,0,0,-1,-1
2,nmas,roxanacamacho8223,28/04/2024,"La mujer de Veracruz que menciona la candidata de Morena debe ser Rocío Nalhe, quien se enriqueció con la  refinería de 2 Bocas es que no refina. Casas y departamentos le han salido en Boca del Rio y hasta Nueva York. por cierto, la candidata Nalhe es originaria de Zacatecas.",0,"la mujer de veracruz que menciona la candidata de morena debe hacer rocío nalhe,quien se enriqueció con la refinería de 2 bocas es que no refina.casas y departamentos le han salido en boca del rio y hasta nueva york.x cierto,la candidata nalhe es originaria de zacatecas.",-1,-1,0,-1,1
2,nmas,carolinaleon-zq8zq,28/04/2024,"Esta vez Maynes fue el unico que estuvo la altura, Xochitl y Claudia se la pasaron peleando en lugar de concretar sus propuestas",0,"esta vez maynez fue el unico que estuvo la altura,xochitl y claudia se la pasaron peleando en lugar de concretar sus propuestas",-1,1,0,-1,33
2,nmas,CarlosGonzalez-sp3qq,28/04/2024,Claudia fue muy madura y profesional xochitl fuera de lugar se dedico a atacar maines da pena todo se lo fusilo.,10,claudia fue muy madura y profesional xochitl fuera de lugar se dedico a atacar Maynez da pena todo se lo fusilo.,1,-1,0,-1,-1
2,nmas,user-cx3zg8vf6m,28/04/2024,Dice Xochitl que Claudia se acabo el dinero pero se ella se hecho millones,13,dice xochitl que claudia se acabo el dinero pero se ella se hecho millones,0,0,0,-1,-1
2,nmas,unbolillo,28/04/2024,"Con todo respeto, siento que los moderadores fueron muy ""flojos"" o algo así, en el anterior debate Denise Maerker y Manuel López San Martín, estaban más ""al tiro"".",0,"con todo respeto,siento que los moderadores fueron muy""flojos""o algo así,en el anterior debate denise maerker y manuel lópez san martín,estaban más""al tiro"".",-1,-1,0,-1,-1
2,nmas,chara8770,28/04/2024,1:26:17 se demustra como odia xochil a claudia,1,1:26:17 se demustra como odia xochitl a claudia,1,0,0,-1,5
2,nmas,blanchis664,28/04/2024,"Exacto para mi el debate no sirve de nada, un debate es para proponer no para atacar, coincido Maynez cumplio con el objetivo...mi voto sigue con Claudia",6,"exacto para mi el debate no sirve de nada,un debate es para proponer no para atacar,coincido maynez cumplio con el objetivo...mi voto sigue con claudia",1,1,0,0,-1
2,nmas,JudithJimenezTorres,28/04/2024,A Maynez ni conocia y gano jaja,3,a maynez ni conocia y gano jaja,-1,-1,0,0,-1
2,nmas,user-jd1sd6lr9c,28/04/2024,"López Obrador El Mejor Presidente de Todos Los Tiempos, Claudia Sheinbaum la Mejor Jefa de CDMX, Delfina Gómez,ClaraBrugada, Noroña,YouTuberCampechaneando,Todos Unidos por el bien de México ️",5,"lópez obrador el mejor presidente de todos los tiempos,claudia sheinbaum la mejor jefa de cdmx,delfina gómez,clarabrugada,noroña,youtubercampechaneando,todos unidos por el bien de méxico️",1,0,0,0,3
2,nmas,giovannimartinez9257,28/04/2024,"Min 03:12 Mentiras de Xochitl, lo dice Genaro Lozano!!! Muchas mentiras!!!!!!",1,"min 03:12 mentiras de xochitl,lo dice genaro lozano!!!muchas mentiras!!!!!!",0,0,0,-1,9
2,nmas,juanantoniovalleseñoramirez4169,28/04/2024,"Claudia ganó el segundo debate, fue excelentemente propósitos, mientras la Trochil, solo se dedico a enlodar más su imagen, denostando una terrible ignorancias y falta de propuesta.",9,"claudia ganó el segundo debate,fue excelentemente propósitos,mientras la trochil,solo se dedico a enlodar más su imagen,denostando una terrible ignorancias y falta de propuesta.",1,1,0,-1,-1
2,nmas,user-pe6hw2qq8k,28/04/2024,El Mamei Jajaja sonríe a cada rato,4,el maynez jajaja sonríe a cada rato,0,1,0,0,-1
2,nmas,eulogiorodriguez3584,28/04/2024,Muy bien.solo Genaro . ISO comentarios acertados . . Así deberían ser todos y no como el desilusiónate leo . Cuanto le pagarán $,0,muy bien.solo genaro.hizo comentarios acertados..así deberían hacer todos y no como el desilusiónate leo.cuanto le pagarán$,-1,-1,0,0,-1
2,nmas,vq1330,28/04/2024,"En un debate se REFUTAN/ENFRENTAN argumentos, por eso xochitl ganó. Claudia solo lo hizo como una campaña y Maynez tiene propuestas sin aterrizar a la realidad.",1,"en un debate se refutan/enfrentan argumentos,por eso xochitl ganó.claudia solo lo hizo como una campaña y maynez tiene propuestas sin aterrizar a la realidad.",1,1,0,-1,-1
2,nmas,VictorPerez-lo9ky,28/04/2024,Jajaja. Dice Maynez que la gasolina en USA va a la baja. En qué ciudad di con pruebas no con palabras.,12,jajaja.dice maynez que la gasolina en usa va a la baja.en qué ciudad di con pruebas no con palabras.,-1,-1,0,0,-1
2,nmas,antoniovidals7949,28/04/2024,Segunda arrastrada a Xochilt por parte de  la Dra. CLAUDIA  quien ganó el debate.,20,segunda arrastrada a xochitl por parte de la doctora.claudia quien ganó el debate.,1,0,0,-1,-1
2,nmas,user-jh9io5pp6v,28/04/2024,"cada vez que Xochitl pronuncia la letra ""R"" parece carro que no arranca",0,"cada vez que xochitl pronuncia la letra""r""parece carro que no arranca",0,0,0,-1,20
2,nmas,felipe_RH,28/04/2024,"No se porque de repente me llego un flash al ver a la botarga y sentir que estaba viendo a Purificación Carpinteiro  exigen respuestas y olvidan responder aunque sea minimamente a la pregunta de la ciudadania, prefiriendo atacar una y mil veces más a Claudia Sheinbaum. Xochil continua quedando",0,"no se porque de repente me llego un flash al ver a la botarga y sentir que estaba viendo a purificación carpinteiro exigen respuestas y olvidan responder aunque sea minimamente a la pregunta de la ciudadania,prefiriendo atacar una y mil veces más a claudia sheinbaum.xochitl continua quedando",1,0,0,-1,-1
2,nmas,aisen_015,28/04/2024,Maynes nomás fue a cotorrear jajajajaja,4,maynez nomás fue a cotorrear jajajajaja,0,-1,0,0,-1
2,nmas,marygarc971,28/04/2024,APOYO TOTAL A CLAUDIA SHEINBAUM,42,apoyo total a claudia sheinbaum,1,0,0,0,12
2,nmas,federicoroldanyugiohlegueo3653,28/04/2024,como argentino me parece raro que otro pais hable de neoliberalismo jaja,1,como argentino me parece raro que otro pais hable de neoliberalismo jaja,-1,0,-1,0,1
2,nmas,LuisDanielVillalobosBenitez,28/04/2024,2:58:49 esa parte me llamó la atención de esa candidata,1,2:58:49 esa parte me llamó la atención de esa candidata,0,1,0,0,-1
2,nmas,indiraadriana8527,28/04/2024,Claudia un nivel muy alto.,28,claudia un nivel muy alto.,1,0,0,0,36
2,nmas,user-zc6fg6tf6t,28/04/2024,Claudia Presidenta 🫶,19,claudia presidenta🫶,1,0,0,0,14
2,nmas,Rulahadam,28/04/2024,"Necesitamos representante que protejan al pueblo , no aumente los.impuestos, que todo lo que se construya se pueda utilizar , que reduzcan la jornada laboral .....",0,"necesitamos representante que protejan al pueblo,no aumente los.impuestos,que todo lo que se construya se pueda utilizar,que reduzcan la jornada laboral.....",-1,0,-1,0,-1
2,nmas,jorelgoenitz,28/04/2024,"Xochitl está duro y dale con ""la señora que dice que es científica""... Pues le creo más lo científico a Claudia que lo ingeniero a Xochitl.",2,"xochitl está duro y dale con""la señora que dice que es científica""...pues le creo más lo científico a claudia que lo ingeniero a xochitl.",1,0,0,-1,-1
2,nmas,pekasism,28/04/2024,La x está escuchando con chicharo miren como se pone cuando le están diciendo algo,8,la xochitl está escuchando con chicharo miren como se pone cuando le están diciendo algo,0,0,0,-1,0
2,nmas,mariateresadavila3336,28/04/2024,Claudia puras propuestas xochitl puro golpeteo así se manejan las envidiosas,26,claudia puras propuestas xochitl puro golpeteo así se manejan las envidiosas,1,0,0,-1,-1
2,nmas,institutohonesverd9794,28/04/2024,1 kilito de botox para llevar por favor!@,1,1 kilito de botox para llevar por favor!,0,0,-1,0,-1
2,nmas,maribelsanchez6361,28/04/2024,xochitl nada más atacando a Claudia sheinbaum y el otro atacando a ella y ella quita su ojo de él por molestar a Claudia Y Claudia Ya chole conmigo 🫣,2,xochitl nada más atacando a claudia sheinbaum y el otro atacando a ella y ella quita su ojo de él por molestar a claudia y claudia ya chole conmigo🫣,1,0,0,-1,10
2,nmas,geraldinemontiel9316,28/04/2024,"Los del post debate qué onda? Que según es mejor que no les hagan preguntas y se dediquen a atacarse entre si(? El debate debería ser para exponer sus propuestas y DEFENDER sus propuestas, no para tirarse como si estuvieran en la secundaria",4,"los del post debate qué onda?que según es mejor que no les hagan preguntas y se dediquen a atacarse entre si(?el debate debería hacer para exponer sus propuestas y defender sus propuestas,no para tirarse como si estuvieran en la secundaria",-1,-1,-1,-1,6
2,nmas,raul513100,28/04/2024,Desde las vegas nv si se pudiera apostar claudia vs xochitl 10 por 1 a favor de claudia,7,desde las vegas nevadas si se pudiera apostar claudia contra xochitl 10 por 1 a favor de claudia,1,0,0,-1,-1
2,nmas,marcoarturobuitronaguilar3063,28/04/2024,"quien crea que Xochitl gano no tiene ni idea de politica, que regresen a la escuela dios mio, que pena dan",2,"quien crea que xochitl gano no tiene ni idea de politica,que regresen a la escuela dios mio,que pena dan",0,0,0,-1,-1
2,nmas,claudiasalcedo8852,28/04/2024,No hay comparación la mejor es Claudia,3,no hay comparación la mejor es claudia,1,0,0,0,-1
2,nmas,janetvalencia6802,28/04/2024,Bueno Xochil  que te valga versh si tiene o no  todos tenemos  nuestro  gurdadito,10,bueno xochitl que te valga versh si tiene o no todos tenemos nuestro gurdadito,0,0,0,1,8
2,nmas,RobertoContreras-bo3dk,28/04/2024,Viva.    Claudia.   Vivaaaaaaaaaaaaaaaa,17,viva.claudia.vivaaaaaaaaaaaaaaaa,1,0,0,0,-1
2,nmas,ivtt2ndlife,28/04/2024,Mentira la gasolina aquí en USA ha aumentado enormemente bajo unos meses y ahora subió denuevo,0,mentira la gasolina aquí en usa ha aumentado enormemente bajo unos meses y ahora subió denuevo,-1,0,-1,0,-1
2,nmas,cascabelofoca,28/04/2024,Increíble que los supuestos candidatos solo se tiren   entre ellos en lugar de decir sus propuestas.,0,increíble que los supuestos candidatos solo se tiren entre ellos en lugar de decir sus propuestas.,-1,-1,0,-1,-1
2,nmas,omarfigueroa5207,28/04/2024,"Por lo que veo, pusieron a los bots y a los CHAIROS a desquitar las becas ... Hay que ser muy inocente (por decirlo educadamente) para pensar que Claudia ganó el debate. Por lo que más quieran ya saquen a Genaro Lozano de estas mesas, hoy su cara de amargura y coraje fue muy evidente por el mal resultado de la 4T",5,"por lo que veo,pusieron a los bots y a los chairos a desquitar las becas...hay que hacer muy inocente(por decirlo educadamente)para pensar que claudia ganó el debate.por lo que más quieran ya saquen a genaro lozano de estas mesas,hoy su cara de amargura y coraje fue muy evidente por el mal resultado de la 4ta transformación",1,0,0,-1,-1
2,nmas,christiansanchez-jv1iy,28/04/2024,"Claramente la mejor opción es Claudia. Maine repitiendo las propuestas y hecho que ya hizo Morena, hablando de los niños. Y Xochitl  diciendo que la inflación va a bajar al ya no haber cobro de piso. Y todo el debate al no tener propuestas ni tener ,  atacando calumniando a Claudia, deplorable lo de la Botarga",11,"claramente la mejor opción es claudia.maynez repitiendo las propuestas y hecho que ya hizo morena,hablando de los niños.y xochitl diciendo que la inflación va a bajar al ya no haber cobro de piso.y todo el debate al no tener propuestas ni tener,atacando calumniando a claudia,deplorable lo de la botarga",1,1,0,-1,-1
2,nmas,angiegeffroy3594,28/04/2024,"Queremos respuestas a preguntas, no solo hablar de lo que hicieron los partidos, el unico que da soluciones, es Maynez! que tristeza todo este show!",0,"queremos respuestas a preguntas,no solo hablar de lo que hicieron los partidos,el unico que da soluciones,es maynez!que tristeza todo este show!",0,1,0,0,-1
2,nmas,angelesvegagarcia9862,28/04/2024,"Ojalá los debates fueran para exponernos sus propuestas que traen ,lo que ofrecen para mejorar la situación del país ,para saber el pueblo que es lo que conviene a tod@s ,xq es bien cierto que todos son corruptos unos más otros menos ,al fin políticos ,pero lo que nos interesan son las propuestas,que igual ya cuando ganan casi siempre se les olvida lo que prometen tristemente espero que el tercer debate sea así no que se estén peleando como si estuvieran en el lavadero",0,"ojalá los debates fueran para exponernos sus propuestas que traen,lo que ofrecen para mejorar la situación del país,para saber el pueblo que es lo que conviene a todos,porque es bien cierto que todos son corruptos unos más otros menos,al fin políticos,pero lo que nos interesan son las propuestas,que igual ya cuando ganan casi siempre se les olvida lo que prometen tristemente espero que el tercer debate sea así no que se estén peleando como si estuvieran en el lavadero",-1,-1,0,-1,6
2,nmas,betoplankrte4128,28/04/2024,"Gran mentira de Maynez en cuanto a la gasolina , vivo aquí en USA y la gasolina esta muy cara a comparación de años atrás.",5,"gran mentira de maynez en cuanto a la gasolina,vivo aquí en usa y la gasolina esta muy cara a comparación de años atrás.",-1,-1,0,0,-1
2,nmas,luisrossless,28/04/2024,"1:08:37 haya sido como haya sido, ese Mainez se ganó mi respeto. Nunca nadie antes había incluido a nuestra gente sin voz pero si con voto",3,"1:08:37 haya sido como haya sido,ese maynez se ganó mi respeto.nunca nadie antes había incluido a nuestra gente sin voz pero si con voto",0,1,0,0,2
2,nmas,jesussolorio8221,28/04/2024,"En debates de sexenios anteriores la gente tonta daba su voto al que hablara más fluido y proyectara buena cara aunque se sabía las malas intenciones de los candidatos que ganaron como:- Salinas a Cuauhtémoc Cárdenas, Fox a Cuauhtémoc Cárdenas, y es que Don Cuauhtémoc tiene la cara seria y la gente no quiso votar por él a pesar de los buenos proyectos para el país.",0,"en debates de sexenios anteriores la gente tonta daba su voto al que hablara más fluido y proyectara buena cara aunque se sabía las malas intenciones de los candidatos que ganaron como:-salinas a cuauhtémoc cárdenas,fox a cuauhtémoc cárdenas,y es que don cuauhtémoc tiene la cara seria y la gente no quiso votar por él a pesar de los buenos proyectos para el país.",-1,-1,0,-1,-1
2,nmas,leticiareyes4780,28/04/2024,Pues hablaron muy bonito con sus propuestas espero y no lo olviden por qué ya estando en el poder se olvidan de todo lo que dijieron en el debate la población no es tonta y no olvida y si perdió el PRI fue a sus manejos que se enriquecieron. Y se olvidaron del pueblo,0,pues hablaron muy bonito con sus propuestas espero y no lo olviden por qué ya estando en el poder se olvidan de todo lo que dijieron en el debate la población no es tonta y no olvida y si perdió el pri representado por xochitl fue a sus manejos que se enriquecieron.y se olvidaron del pueblo,0,0,0,-1,-1
2,nmas,pablosugiere,28/04/2024,"que asco de debate, proponen tonterias, solo por proponer. danlo la pelotita, diciendo tonterias, sin proponer cosas interesantes e importantes para el país, es increíble la falta de preparación que estos candidatos a la presidencia tienen, es una verdadera verguenza. que debate tan seco. es una burla y una verdadera payasada que estos candidatos sean los que se postulen a la presidencia. DIOS BENDIGA A MEXICO.",5,"que asco de debate,proponen tonterias,solo por proponer.danlo la pelotita,diciendo tonterias,sin proponer cosas interesantes e importantes para el país,es increíble la falta de preparación que estos candidatos a la presidencia tienen,es una verdadera verguenza.que debate tan seco.es una burla y una verdadera payasadas que estos candidatos sean los que se postulen a la presidencia.dios bendiga a mexico.",-1,-1,0,-1,-1
2,nmas,rodrigo_andromeda_kv_,28/04/2024,La cara de Leo cuando lo contradicen....,11,la cara de leo cuando lo contradicen....,0,-1,-1,0,-1
2,nmas,leticiareyes4780,28/04/2024,Pues hablaron muy bonito con sus propuestas espero y no lo olviden por qué ya estando en el poder se olvidan de todo lo que dijieron en el debate la población no es tonta y no olvida y si perdió el PRI fue a sus manejos que se enriquecieron. Y se olvidaron del pueblo,0,pues hablaron muy bonito con sus propuestas espero y no lo olviden por qué ya estando en el poder se olvidan de todo lo que dijieron en el debate la población no es tonta y no olvida y si perdió el pri representado por xochitl fue a sus manejos que se enriquecieron.y se olvidaron del pueblo,0,0,0,-1,-1
2,nmas,marcoosorno9751,28/04/2024,BUEN DÍA,1,buen día,0,1,1,0,0
2,nmas,luisrossless,28/04/2024,"1:02:20 que onda con la X, voy empezando a ver la repetición llegando sus carotas jaja",6,"1:02:20 que onda con la x,oye empezando a ver la repetición llegando sus carotas jaja",0,0,0,-1,5
2,nmas,AcaciasJazmines-ro1rm,28/04/2024,Viva AMLO viva morena viva Claudia sheinbaum,38,viva amlo viva morena viva claudia sheinbaum,1,0,0,0,12
2,nmas,rociorodriguezcasas9246,28/04/2024,Claudia Claudia  vamos de la mano contigo ️ vamos a GANAR  ES UN HECHO ️️️,2,claudia claudia vamos de la mano contigo️vamos a ganar es un hecho️️️,1,0,0,0,8
2,nmas,natimiranda522,28/04/2024,Aqui en yucatan si estamos en contra del tren maya!! Nadie se va a subir,1,aqui en yucatan si estamos en contra del tren maya!!nadie se va a subir,-1,-1,0,0,8
2,nmas,mariocondegonzalez-nr3qm,28/04/2024,"Que tristeza que la señora xochitl,  Solo se de dica a acusar ,y no ofrece nada , de soluciones,",13,"que tristeza que la señora xochitl,solo se de dedica a acusar,y no ofrece nada,de soluciones,",0,0,0,-1,10
2,nmas,melymercado2140,28/04/2024,Tomé vitaminas Dra. Claudia para que aguante las burradas de Cochil Gálvez,10,tomé vitaminas doctora.claudia para que aguante las burradas de xochitl galvez,1,0,0,-1,-1
2,nmas,FranciscoRamosSandoval,28/04/2024,Asi se abla??!!!!,0,así se habla??!!!!,0,0,-1,0,0
2,nmas,costurafacilparati291,28/04/2024,Xochitl y Claudia pelean entre ella para Claudia mainez no es contendiente espero y gane maynez Claudia es puro choro en mi comunidad siguen los mismos problemas y empeoran las sequías de agua la quema de cerros eso es importante y que si sube el 2.4 o 3  en canasta básica de sueldo los precios suben más y eso sale lo mismo como tener el mismo sueldo un terreno ahora está más caro dicen que igual sale caro hasta morir entonces que cambio e visto ninguno solo la gasolina pero no tengo automóvil no me ayuda el pasaje sigue subiendo,5,xochitl y claudia pelean entre ella para claudia maynez no es contendiente espero y gane maynez claudia es puro choro en mi comunidad siguen los mismos problemas y empeoran las sequías de agua la quema de cerros eso es importante y que si sube el 2.4 o 3 en canasta básica de sueldo los precios suben más y eso sale lo mismo como tener el mismo sueldo un terreno ahora está más caro dicen que igual sale caro hasta morir entonces que cambio e visto ninguno solo la gasolina pero no tengo automóvil no me ayuda el pasaje sigue subiendo,1,1,0,-1,-1
2,nmas,Dev34591,28/04/2024,"Maynez, pero cambia algunos candidatos, para que no pierdan dirección",5,"maynez,pero cambia algunos candidatos,para que no pierdan dirección",0,1,0,0,39
2,nmas,danigomez912,28/04/2024,Viva la transformación de México,7,viva la transformación de méxico,1,0,0,0,26
2,nmas,AbarcaMusicOficial,28/04/2024,Se dieron cuenta que en el de el canal del INE no sale la parte de xochitl y sale casi a la mitad el de Claudia,0,se dieron cuenta que en el de el canal del ine no sale la parte de xochitl y sale casi a la mitad el de claudia,0,0,0,-1,-1
2,nmas,miguel9fernandez368,28/04/2024,"Y por que chingados, la interventora no le dijo nada a la cochil por intervenir cuando no le toca? ️ y como puede decir que esta mintiendo la doctora claudi, si ella esta mostrando todo lo que esta diciendo con hecho y estadisticas que son publicas.",0,"y por que chingados,la interventora no le dijo nada a la xochitl por intervenir cuando no le toca?️y como puede decir que esta mintiendo la doctora claudi,si ella esta mostrando todo lo que esta diciendo con hecho y estadisticas que son publicas.",0,0,0,-1,-1
2,nmas,vladimir-meza,28/04/2024,"Claramente ganó Claudia y por mucho !! .. no aprenden jaja creen que pueden manipular a la gente con sus ""opiniones"" tendenciosas como lo hacían en el pasado",6,"claramente ganó claudia y por mucho!!..no aprenden jaja creen que pueden manipular a la gente con sus""opiniones""tendenciosas como lo hacían en el pasado",1,0,0,0,-1
2,nmas,MasterAttitude96,28/04/2024,"Ni a cual irle, elecciones de risa.",11,"ni a cual irle,elecciones de risa.",-1,-1,0,-1,2
2,nmas,victorhugogutierrez1564,28/04/2024,"No me importa su opinión, como tampoco le dan importancia a la mía, solo diré que VOTARÉ todo MORENA",3,"no me importa su opinión,como tampoco le dan importancia a la mía,solo diré que votaré todo morena",1,0,0,0,2
2,nmas,nicasioalonsosanchez682,28/04/2024,"No me veo manejando un carro eléctrico, perdería todo el chiste de la condición si de por si el automático es aburrido",0,"no me veo manejando un carro eléctrico,perdería todo el chiste de la condición si de por si el automático es aburrido",0,0,-1,0,-1
2,nmas,adrianromero7784,28/04/2024,Arriba la 4T,10,arriba la 4ta transformación,1,0,0,0,22
2,nmas,immeraragonx8131,28/04/2024,México está jodido.. Ni para donde ir.,6,méxico está jodido..ni para donde ir.,-1,-1,0,-1,0
2,nmas,dannyexplorer1968,28/04/2024,"Eso es mentira, yo vivo en Estados Unidos y la  gasolina ha aumentado",0,"eso es mentira,yo vivo en estados unidos y la gasolina ha aumentado",-1,0,-1,0,13
2,nmas,charblues7851,28/04/2024,"Que debate vieron los operadores politicos mediaticos de Xochitl??.. No tiene coherencia para hablar, solo enunció 5 propuestas, y muy leves. Me sorprende su capacidad de análisis.",0,"que debate vieron los operadores politicos mediaticos de xochitl??..no tiene coherencia para hablar,solo enunció 5 propuestas,y muy leves.me sorprende su capacidad de análisis.",0,0,0,-1,-1
2,nmas,TheArellanog,28/04/2024,"Qué mal por xochitl y Claudia, no contestaron las preguntas que se les hicieron, xochitl se la pasó atacando a Claudia como siempre, interrumpiendo y diciendo estupideces, Claudia diciendo que todo está bien en el país y comparando con gobiernos anteriores y también atacando. Máynez muy bien, el único sensato, que contestó las preguntas y que realmente hizo propuestas.",4,"qué mal por xochitl y claudia,no contestaron las preguntas que se les hicieron,xochitl se la pasó atacando a claudia como siempre,interrumpiendo y diciendo estupideces,claudia diciendo que todo está bien en el país y comparando con gobiernos anteriores y también atacando.maynez muy bien,el único sensato,que contestó las preguntas y que realmente hizo propuestas.",1,1,0,-1,-1
2,nmas,marionicoli-jc6td,28/04/2024,"Ese Género está igual que Claudia, ENOJADO, se les está cayendo el teatrito",7,"ese género está igual que claudia,enojado,se les está cayendo el teatrito",-1,0,0,0,-1
2,nmas,pamelatapiaitauniversidad3694,28/04/2024,"Ya me canse de ver esto, se la pasan peleando en vez de contestar lo que se debe de debatir que es más importante que sus pleitos de secundaria",0,"ya me canse de ver esto,se la pasan peleando en vez de contestar lo que se debe de debatir que es más importante que sus pleito de secundaria",-1,-1,0,-1,6
2,nmas,JesusNatividad-er8si,28/04/2024,Voto por la doctora Claudia para presidenta  y qué dios cuide a nuestro presidente dios lo cuide siempre,2,voto por la doctora claudia para presidenta y qué dios cuide a nuestro presidente dios lo cuide siempre,1,0,0,0,3
2,nmas,mireyaibarra136,28/04/2024,"Diga lo que diga Xochitl ya nadie le creemos , a ningún partido, morena,es el único partido que más nos ha cumplido,  todos votaremos por Claudia, Clara y plan c apoyado por Claudia",18,"diga lo que diga xochitl ya nadie le creemos,a ningún partido,morena,es el único partido que más nos ha cumplido,todos votaremos por claudia,clara y plan c apoyado por claudia",1,0,0,-1,-1
2,nmas,ceceliaguzman4332,28/04/2024,Muy bien claudia tu seras nuestra presidenta,25,muy bien claudia tu seras nuestra presidenta,1,0,0,0,3
2,nmas,siulalvarez5558,28/04/2024,Los problemas lis sabemis. Pero cuál es la postura? La propueseñora?,0,los problemas los sabemis.pero cuál es la postura?la propueseñora?,-1,-1,0,-1,0
