"User","arroba","hora de publicación","comentario","comentario_editado","Xóchitl","Claudia","Maynez","Ninguno"
"Aldo Hamelin","@aldohamelin","10:50","Todo Morena es Claudia es AMLO es México  ClaudiaPresidentaDeMéxico2024","todo morena es claudia es amlo es méxico claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"😊💡","@rociojonas1","10:50","@claudia sheinbaum  ClaudiaPresidentaDeMéxico2024  EleccionesMexico2024  ClaudiaPrimeraPresidenta mi voto hubo mala organización pero esperé hasta dar con la casilla correspondiente 🤓🙅‍♀️","claudia sheinbaum claudia será la siguiente presidenta de méxico en 2024 elecciones en méxico 2024 Claudia primera presidenta mi voto hubo mala organización pero esperé hasta dar con la casilla electoral correspondiente","0","1","0","0"
"Christian","@ch_navalo","10:59","El segundo piso de la  4T  ClaudiaPresidentaDeMéxico2024","el segundo piso de la 4ta transformación claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"R Garza","@Roberto_Garzza","10:59"," ClaudiaPresidenta2024  ClaudiaPresidentaDeMéxico2024  PlanCYaEstaEnMarcha","Claudia presidenta 2024 claudia será la siguiente presidenta de méxico en 2024 el Plan C ya está en marcha","0","1","0","0"
"Rick Cardo Cabot","@RicardoCabo21","10:37","En respuesta a @vannessarr y @Lopez Obrador_ Nunca pensé en sentir lo que siento por un presidente de México y AMLO lo ha logrado: ¡Orgulloso de él, de su equipo y de lo que ha hecho por este país! De nuestra próxima presidenta  ClaudiaPresidentaDeMéxico2024 estoy seguro que se agregarán aún más emociones positivas.","en respuesta a vannessarr y Lopez Obrador_ nunca pensé en sentir lo que siento por un presidente de méxico y amlo lo ha logrado:¡orgulloso de él,de su equipo y de lo que ha hecho por este país!de nuestra próxima presidenta claudia será la siguiente presidenta de méxico en 2024 estoy seguro que se agregarán aún más emociones positivas.","0","1","0","0"
"OLIVIA MARTINEZ🇲🇽♥️","@OLINONON","10:36","En respuesta a @RGC_Mx Listo ✅  ClaudiaPresidentaDeMéxico2024","en respuesta a rgc_mx listo claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Beatriz Navarrete Avila","@AvilaBestriz","10:35","En respuesta a @rafaswitch_ y @carlossalces Jajajaja jajaja como les duele!!!  ClaudiaPresidentaDeMéxico2024","en respuesta a rafaswitch_ y carlossalces jajajaja jajaja como les duele!!!claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Mauricio MGL","@MglMauricio","10:34","Listo gente bonita, 5 de 5 para Morena. La Dra. Claudia Sheinbaum @claudia sheinbaum será nuestra próxima Presidenta. ¿Y tú qué esperas? ¡VOTA!  PlanC_YaEstáEnMarcha  VotoMasivoPorMorena  ClaudiaPresidentaDeMéxico2024  SuguiremosHaciendoHistoria RT🤗👇","listo gente bonita,5 de 5 para morena.la doctora.claudia sheinbaum claudia sheinbaum será nuestra próxima presidenta.¿y tú qué esperas?¡vota!el Plan C ya está en marcha voto masivo por MORENA claudia será la siguiente presidenta de méxico en 2024 seguiremos haciendo historia rt","0","1","0","0"
"Meike Leistenschneider","@MeikeLSCH","10:34","TODO MORENA  ClaudiaPresidentaDeMéxico2024  ClaraBrugadaJefaDeGobierno","todo morena claudia será la siguiente presidenta de méxico en 2024 clara brugada será jefa de gobierno","0","1","0","0"
"Sergio Angelo","@soysergioangelo","10:32"," PueblaYaDecidió  EleccionesMéxico2024  ClaudiaPresidentaDeMéxico2024","Puebla ya decidió elecciones en méxico 2024 claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"ING Jose Quintero","@JoseQui58368","10:27","En respuesta a @alitomorenoc  VotoMasivoMorenaPTyPV  ClaudiaPresidentaDeMéxico2024 listo","en respuesta a alitomorenoc voto masivo para MORENA, PT y PV claudia será la siguiente presidenta de méxico en 2024 listo","0","1","0","0"
"Sergio Angelo","@soysergioangelo","10:22","🇲🇽 Yo ya cumplí con mi país. ¿Y tú? ¡Haz que tu voz se escuche y participa en la construcción de nuestra nación!  OrgulloMexicano  Elecciones2024  EleccionesMéxico2024  ClaudiaPresidentaDeMéxico2024","yo ya cumplí con mi país.¿y tú?¡haz que tu voz se escuche y participa en la construcción de nuestra nación!orgullo mexicano elecciones 2024 elecciones en méxico 2024 claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"ElAbogadoDelDiablo 💧🦉🇲🇽","@BONOelChairo","10:22"," ClaudiaPresidentaDeMéxico2024  EleccionesMéxico2024  EsClaudia Ya lo pronosticaron y así será ✊!!!","claudia será la siguiente presidenta de méxico en 2024 elecciones en méxico 2024 es Claudia ya lo pronosticaron y así será!!!","0","1","0","0"
"Marco","@Procopius_soy","10:21","Hoy y siempre solo Izquierda.  VotoMORENA 6 de 6  YaVoté  ClaudiaPresidentaDeMéxico2024","hoy y siempre solo izquierda.voto por MORENA 6 de 6 ya voté claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Sofía","@sophye2507","10:20","Hoy México hace historia eligiendo a la primer mujer como presidenta de nuestro país  ClaudiaPresidentaDeMéxico2024","hoy méxico hace historia eligiendo a la primer mujer como presidenta de nuestro país claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Susana T. Pedroza 🗝","@spedroza_12","10:19","Mi voto para la presidencia de la República fue para @claudia sheinbaum, quien es una persona preparada, con conocimientos, experiencia, que ha luchado por las causas sociales y nos representará de forma excelente a nivel nacional como internacional.  ClaudiaPresidentaDeMéxico2024","mi voto para la presidencia de la república fue para claudia sheinbaum,quien es una persona preparada,con conocimientos,experiencia,que ha luchado por las causas sociales y nos representará de forma excelente a nivel nacional como internacional.claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Guadalupe Domínguez","@Lupis53","10:18","__  EsUnHonorEstarConClaudiaHoy __  ClaudiaPresidentaDeMexico2024 !!!!__  AMLOLujoDePresidente !!!!__ 🇲🇽 __","__ es un honor estar con Claudia hoy __ claudia será la siguiente presidenta de méxico en 2024!!!!__ AMLO es un lujo de presidente!!!!__ __","0","1","0","0"
"Guadalupe Domínguez","@Lupis53","10:14","En respuesta a @epigmenioibarra y @claudia sheinbaum __  ClaudiaPresidentaDeMexico2024 __  EsUnHonorEstarConClaudiaHoy!!!__  AMLOLujoDePresidente !!!!__ 🇲🇽 __","en respuesta a epigmenioibarra y claudia sheinbaum __ claudia será la siguiente presidenta de méxico en 2024 __ es un honor estar con Claudia hoy!!!__ AMLO es un lujo de presidente!!!!__ __","0","1","0","0"
"Mundo Rodríguez.","@Mundo_Rodriguez","10:14"," ClaudiaPresidentaDeMéxico2024","claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Yamil🇲🇽","@Aquinahua82","10:12","Seguimos firme con la Cuarta Transformación  EleccionesMéxico2024  ClaudiaPresidentaDeMéxico2024","seguimos firme con la cuarta transformación elecciones en méxico 2024 claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Sol Borjas 🏳️‍🌈🇲🇽","@solborjas84","10:11"," ClaudiaPresidentaDeMéxico2024","claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"MDGA","@MDGA12","10:08","Hoy como en el 2018 será un día histórico para nuestro país, tenemos al mejor presidente de México @Lopez Obrador_ y tendremos a la primera mujer Presidenta @claudia sheinbaum Porque amo a mi país mi voto fue para MORENA.  ClaudiaPresidentaDeMéxico2024","hoy como en el 2018 será un día histórico para nuestro país,tenemos al mejor presidente de méxico Lopez Obrador_ y tendremos a la primera mujer presidenta claudia sheinbaum porque amo a mi país mi voto fue para morena.claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Idalia santos","@Idaliasantos1","10:08"," ClaudiaPresidentaDeMéxico2024  VotoMasivoMorenaPTyPV","claudia será la siguiente presidenta de méxico en 2024 voto masivo para MORENA, PT y PV","0","1","0","0"
"Mariela Lindero ᥫ᭡","@marielalindero","10:07","Voto cumplido 🗳️  ClaudiaPresidentaDeMéxico2024","voto cumplido claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Idalia santos","@Idaliasantos1","10:06"," ClaudiaPresidentaDeMéxico2024  VotoMasivoMorenaPTyPV","claudia será la siguiente presidenta de méxico en 2024 voto masivo para MORENA, PT y PV","0","1","0","0"
"Alejandro","@MIREYAPADI98293","10:04","Vamos a ganar con  ClaudiaPresidentaDeMéxico2024 y que la transformación de la 4T 🙂👍❤️","vamos a ganar con claudia será la siguiente presidenta de méxico en 2024 y que la transformación de la 4ta transformación","0","1","0","0"
"Azael Martínez","@AzaelMartinezb","10:04"," ClaudiaPresidentaDeMéxico2024","claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"🐞 Monaliza 🐞","@MONALI4T","10:01","La Doctora Claudia Sheinbaum candidata al Presidencia de la República. El presidente Andrés Manuel López Obrador y su esposa Beatriz Gutiérrez Müller ya salieron a votar por la próxima presidenta de México,  ClaudiaPresidentaDeMéxico2024 VIVA MORENA El INE Guadalupe Taddei PREP🇲🇽","la doctora claudia sheinbaum candidata al presidencia de la república.el presidente andrés manuel lópez obrador y su esposa beatriz gutiérrez müller ya salieron a votar por la próxima presidenta de méxico,claudia será la siguiente presidenta de méxico en 2024 viva morena el INE guadalupe taddei PREP","0","1","0","0"
"antonio Moya","@antoniovipw","10:40"," ClaudiaPresidentaDeMéxico2024 listo","claudia será la siguiente presidenta de méxico en 2024 listo","0","1","0","0"
"Luiss Del Valle  𝕏 💥","@LuissLm","10:29","Para los que van a votar por el PRIAN solo porque odian a AMLO. Ojo 👁️  EleccionesMéxico2024  EleccionesMx2024  VotaMéxico2024  Votaciones2024  ClaudiaPresidentaDeMéxico2024","para los que van a votar por el prian representado  por xochitl solo porque odian a amlo.ojo elecciones en méxico 2024 elecciones en méxico 2024 vota méxico 2024 votaciones 2024 claudia será la siguiente presidenta de méxico en 2024","-1","1","0","0"
"el pobrecillo hablador","@elpobrecillo","10:05","Amor con amor se paga  ClaudiaArrasará  ClaudiaPresidentaDeMéxico2024","amor con amor se paga Claudia arrasará en las votaciones claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Kbroncito BDK","@CruzDacrca76","10:36"," ClaudiaPresidentaDeMéxico2024  ClaudiaArrasará  EsUnHonorEstarConClaudiaHoy","claudia será la siguiente presidenta de méxico en 2024 Claudia arrasará en las votaciones es un honor estar con Claudia hoy","0","1","0","0"
"EnriqueBugsGonzalez","@EnriqueBugs","10:59","En respuesta a @Mandarinnee Triple Chingar a su Madre  AMLO  XochitlGálvezPresidenta24","en respuesta a mandarinnee triple chingar a su madre amlo xochitl galvez presidenta 2024","1","-1","0","0"
"Mónica","@monica_serret","10:59","En respuesta a @acastagne Yucatán a 39 con sensación térmica 44, pero aquí estamos  XochitlGálvezPresidenta24","en respuesta a acastagne Yucatán a 39 con sensación térmica 44,pero aquí estamos xochitl galvez presidenta 2024","1","-1","0","0"
"Mr A","@Armando71555731","10:59","En respuesta a @JackSpartanXX Es una bendición tener a tu padre aún 🙏 el mío partió a ser una estrella más en el firmamento el 4 de febrero de éste año tenía mí viejo 83 años pero su legado continúa y nos enseñó a votar desde la mayoría de edad votar es de Xingones  XochitlGálvezPresidenta24","en respuesta a jackspartanxx es una bendición tener a tu padre aún el mío partió a hacer una estrella más en el firmamento el 4 de febrero de este año tenía mí viejo 83 años pero su legado continúa y nos enseñó a votar desde la mayoría de edad votar es de xingones xochitl galvez presidenta 2024","1","-1","0","0"
"OTC","@ObedTrevino17","10:59","En respuesta a @abrahamendieta y @xochitl Mira! Puro clase mediero aquí en Ags!! Y TODOS VAMOS A VOTAR POR  XochitlGálvezPresidenta24  EleccionesMéxico2024 joder tío!!","en respuesta a abrahamendieta y xochitl mira!puro clase mediero aquí en aguascalientes!!y todos vamos a votar por xochitl galvez presidenta 2024 elecciones en méxico 2024 joder tío!!","1","-1","0","0"
"Montse González-Meza","@montsegmr","10:59","En respuesta a @tatclouthier Totalmente chaira! Por eso  XochitlGálvezPresidenta24","en respuesta a tatclouthier totalmente chairo!por eso xochitl galvez presidenta 2024","1","0","0","0"
"Juan Molina","@Juanmolina01","10:59","En respuesta a @lpazosp Mucho más que otras elecciones, zona oriente, León GTO 👍👍  XochitlGálvezPresidenta24","en respuesta a lpazosp mucho más que otras elecciones,zona oriente,león guanajuato xochitl galvez presidenta 2024","1","-1","0","0"
"Edgar V","@edgarvzz14","10:59","En respuesta a @xochitl Listos, por el deber cumplido por haber hecho nuestra parte,  XochitlGálvezPresidenta24","en respuesta a xochitl listos,por el deber cumplido por haber hecho nuestra parte,xochitl galvez presidenta 2024","1","0","0","0"
"Luis Alfredo 🧨","@Luis_Morito","10:59"," EleccionesMéxico2024  XochitlGálvezPresidenta24 puro  PAN 💙","elecciones en méxico 2024 xochitl galvez presidenta 2024 puro PAN","1","0","0","0"
"Yorker","@JRAMADRIGAL","10:59","Faltan 6 horas y México lo exige. Sal a votar, cambiemos el rumbo y hagamos patria.  XochitlGálvezPresidenta24","faltan 6 horas y méxico lo exige.sal a votar,cambiemos el rumbo y hagamos patria.xochitl galvez presidenta 2024","1","0","0","0"
"Rouse","@elfa79rivendell","10:58","En respuesta a @qtf Estoy con  XochitlGálvezPresidenta24 porque yo sí recuerdo cómo iba a Palacio a confrontar las irreverencias de Obrador, iba sola, sin miedo, resaltaba entre todos los cobardes. Me cae bien señora. No me defraude! 🩷🩷🩷🩷  MareaRosaConXóchitl y  Taboada2024","en respuesta a qtf estoy con xochitl galvez presidenta 2024 porque yo sí recuerdo cómo iba a palacio a confrontar las irreverencias de obrador,iba sola,sin miedo,resaltaba entre todos los cobardes.me cae bien señora.no me defraude!marea rosa con xochitl y Taboada 2024","1","-1","0","0"
"Hilda Ranero R","@hranero","10:57","En respuesta a @JeronimoZarco y @claudia sheinbaum La democracia de tus abuelos se dio con el PRI, el PAN y el PRD, no fue con  NarcoMorena. Andas muy perdido, votaste por la que quiere acabar con la democracia!  XochitlGálvezPresidenta24 ‼️","en respuesta a jeronimozarco y claudia sheinbaum la democracia de tus abuelos se dio con el pri representado por xochitl,el PAN y el PRD,no fue con narcomorena.andas muy perdido,votaste por la que quiere acabar con la democracia!xochitl galvez presidenta 2024","1","-1","0","0"
"Edgar V","@edgarvzz14","10:57","En respuesta a @lopezdoriga Ya votamos por  XochitlGálvezPresidenta24, como patriota voté para sacar a Morena y sus partidos satélites del Gobierno, fuera a los traidores.","en respuesta a lopezdoriga ya votamos por xochitl galvez presidenta 2024,como patriota voté para sacar a morena y sus partidos satélites del gobierno,fuera a los traidores.","1","-1","0","0"
"🧠AquileX CaXtro👚","@AquiLesCastroIO","10:57","Vota vota vota  XochitlGálvezPresidenta24","vota vota vota xochitl galvez presidenta 2024","1","0","0","0"
"Gee","@chiquitina_mx","10:57","Sin duda la elección más importante en la historia de nuestro país! Aún más que la del 2000.  FueraLosCriminalesDeMORENA  FueraGobiernoRateroyCorrupto  XochitlGálvezPresidenta24","sin duda la elección más importante en la historia de nuestro país!aún más que la del 2000.fuera los criminales de MORENA fuera gobierno ratero y corrupto xochitl galvez presidenta 2024","1","-1","0","0"
"Vanessa GuacaLeaks","@Vanesa39019357","10:56","Feliz de haber votado por  XochitlGálvezPresidenta24 y haber influido en al menos 10 más a que votaran por ella!!  NiUnVotoAlNarcoPartidoMorena","feliz de haber votado por xochitl galvez presidenta 2024 y haber influido en al menos 10 más a que votaran por ella!!ni un voto al narco partido de MORENA","1","0","0","0"
"El Batman Que Ríe","@elbatmanquerie","10:55","Respondiendo a @CitlaCarvajaI @partido MORENA y 11 más Pinche 2 caras, esas maromas desnucadoras no las tiene ni Obama.  EleccionesMéxico2024  XochitlGálvezPresidenta24","respondiendo a citlacarvajai partido MORENA y 11 más pinche 2 caras,esas maromas desnucadoras no las tiene ni obama.elecciones en méxico 2024 xochitl galvez presidenta 2024","1","-1","0","0"
"Sheila 🐦=𝕏","@SheilaMMSG","10:52","Después de 3 horas y media se logró.  XochitlGálvezPresidenta24","después de 3 horas y media se logró.xochitl galvez presidenta 2024","1","0","0","0"
"Fernandito X","@FerchMerlot","10:51","En respuesta a @XochitlGalvez  XochitlGálvezPresidenta24","en respuesta a xochitl galvez xochitl galvez presidenta 2024","1","0","0","0"
"MexicanaXingona","@Libertaria212","10:51","En respuesta a @bartije No soporto a este fulano.  XochitlGálvezPresidenta24","en respuesta a bartije no soporto a este fulano.xochitl galvez presidenta 2024","1","0","0","0"
"Dr Cucaracho","@DrCucaracho","10:50","En respuesta a @gutierrezfalcon y @claudia sheinbaum  EleccionesMéxico2024   XochitlGálvezPresidenta24","en respuesta a gutierrezfalcon y claudia sheinbaum elecciones en méxico 2024 xochitl galvez presidenta 2024","1","-1","0","0"
"El Pinche Licenciado Carlos !  Xochilover !","@MalAmigoGDL","10:49","Me da risa como todas las encuestadoras que daban ventaja a la lagartija 🦎 ahora solo Massive Caller sirve de referencia.  XochitlGálvezPresidenta24","me da risa como todas las encuestadoras que daban ventaja a la lagartija ahora solo massive caller sirve de referencia.xochitl galvez presidenta 2024","1","0","0","0"
"Art","@arthurmkt","10:49","En respuesta a @LaloUrbanoM y @XochitlGalvez  YoYaVotéXXóchitl  XochitlGálvezPresidenta24","en respuesta a lalourbanom y xochitl galvez yo ya voté por xochitl xochitl galvez presidenta 2024","1","0","0","0"
"Antarion Anti4T Ch41r0blaster","@ch41r0blaster","10:47","Respondiendo a @Humanismo4T La gente gritó  XochitlGálvezPresidenta24.  muerala4t","respondiendo a humanismo4t la gente gritó xochitl galvez presidenta 2024.muera la 4ta Transformación","1","1","0","0"
"LiliVero","@LiliVero170770","10:46","Voto emitido. Nunca había votado por el @PRD y eso que @ferbelaunzaran es mi amigo, pero @acostanaranjo se ganó el voto.  EleccionesMexico2024  XochitlGálvezPresidenta24  SalyVota","voto emitido.nunca había votado por el PRD y eso que ferbelaunzaran es mi amigo,pero acostanaranjo se ganó el voto.elecciones en méxico 2024 xochitl galvez presidenta 2024 sal a votar","1","-1","0","0"
"Eduardo Ayala A.","@sentinelphotomx","10:46","Soy feito, un poco sexy pero más que nada SOY XINGON!  XochitlGálvezPresidenta24  YoyaVoteporXochitl","soy feito,un poco sexy pero más que nada soy xingon!xochitl galvez presidenta 2024 yo ya voté por xochitl","1","0","0","0"
"Soy Arturo y  MiVotoEsParaXochitl","@Raptour","10:42","A chingar a su madre Morena.  MiVotoPorXochitl  XochitlGálvezPresidenta24  YoVotéPorXóchitl","a chingar a su madre morena.mi voto por xochitl xochitl galvez presidenta 2024 ya voté por xochitl","1","-1","0","0"
"jack conrad austin","@jackconradausti","10:38","¡Todo está consumado!  XochitlGálvezPresidenta24","¡todo está consumado!xochitl galvez presidenta 2024","1","0","0","0"
"Angel Pantoja","@AngelPantojaG","10:37","En respuesta a @LauraMex  XochitlGálvezPresidenta24","en respuesta a lauramex xochitl galvez presidenta 2024","1","0","0","0"
"Hanrahi","@hanniarahima","10:36","¿Es legal que en las casillas estén dando lapicero azul en lugar del crayón? Algo no me cuadra.  EleccionesMéxico2024  XochitlGálvezPresidenta24","¿es legal que en las casilla electoral estén dando lapicero azul en lugar del crayón?algo no me cuadra.elecciones en méxico 2024 xochitl galvez presidenta 2024","1","0","0","0"
"ALE lo mejor que tenemos es actitud 🌺 🌹💙💙🌼🌻","@AleCE63","10:36","En respuesta a @la_grenitas y @MiguelTorrucoG Qué bueno! Vamos a ganar 🇲🇽🇲🇽🇲🇽  XochitlGálvezPresidenta24","en respuesta a la_grenitas y migueltorrucog qué bueno!vamos a ganar xochitl galvez presidenta 2024","1","0","0","0"
"Preguntona FIFI Yo? Con Xochitl! ❤️","@MadelPilarCava1","10:36","En respuesta a @mario_dico50 Hace 6 años que espero este día!  XochitlGálvezPresidenta24","en respuesta a mario_dico50 hace 6 años que espero este día!xochitl galvez presidenta 2024","1","0","0","0"
"Patrizo","@patyrizo","10:36"," XochitlGálvezPresidenta24 Xochitl y Taboada","xochitl galvez presidenta 2024 xochitl y Taboada","1","0","0","0"
"🇩🇰 Antonio Gil 🇩🇰","@Predator_48","10:59","Misión Cumplida!!!  EleccionesMéxico2024  VotaPorMéxico 🇲🇽","misión cumplida!!!elecciones en méxico 2024 voto por méxico","0","0","0","1"
"Luna 🌕 Llena","@libertad5050","10:59","Vamos a seguir con la  4taTransformación  EleccionesMéxico2024  ClaudiaPresidentaDeMéxico","vamos a seguir con la 4ta Transformación elecciones en méxico 2024 Claudia será presidenta de México","0","1","0","0"
"WendyF","@WendyShoskyFree","10:59","En respuesta a @xochitl Mi voto libre pero no secreto 🙏☑️🗳️  EleccionesMéxico2024","en respuesta a xochitl mi voto libre pero no secreto elecciones en méxico 2024","1","0","0","0"
"Eddy","@Eddy_Barak","10:59","Ya quedó @xochitl esa presidencia es tuya  EleccionesMéxico2024","ya quedó xochitl esa presidencia es tuya elecciones en méxico 2024","1","0","0","0"
"El Sol de Oftalmo","@LMGSauza","10:59","Me da mucho gusto ver las casillas desbordadas. Viva la democracia 🇲🇽🗳️  EleccionesMéxico2024  XochitlGálvezPresidenta24","me da mucho gusto ver las casilla electoral desbordadas.viva la democracia elecciones en méxico 2024 xochitl galvez presidenta 2024","1","0","0","0"
"El JC 🇲🇽🇮🇱🇺🇦","@jcmoralespaez","10:58","Vida, verdad y Justicia!!!  EleccionesMéxico2024  XóchitlGálvezPresidenta","vida,verdad y justicia!!!elecciones en méxico 2024 xochitl gálvez será la presidenta","1","0","0","0"
"ChSPm Claudia","@TomasElOdioso2","10:58"," EleccionesMexico2024  YoYaVotePorXochitl  XochitlGálvezPresidenta24","elecciones en méxico 2024 yo ya voté por xochitl xochitl galvez presidenta 2024","1","0","0","0"
"A. Magenta","@MagentaHT","10:56","De los tres candidatos la que mejor me convenció fue  ClaudiaPresidentaDeMéxico2024. A Maynez le faltó poco para convencerme.","de los tres candidatos la que mejor me convenció fue claudia será la siguiente presidenta de méxico en 2024.a maynez le faltó poco para convencerme.","0","1","1","0"
"Naiki","@NaicaMena","10:56","En respuesta a @Lopez Obrador_  AmloEsLaFuerzaDelAmor ❤️  EleccionesMexico2024","en respuesta a Lopez Obrador_ AMLO es la fuerza del amor elecciones en méxico 2024","0","1","0","0"
"Ovejuelafeliz 🗽🕎✝️❤️‍🔥","@ovejuelafeliz","10:55","Xochitl, presidenta, es 4to lugar en tendencia nacional 😍  EleccionesMéxico2024  XóchitlGálvezPresidenta","xochitl,presidenta,es 4ta transformación lugar en tendencia nacional elecciones en méxico 2024 xochitl gálvez será la presidenta","1","0","0","0"
"Eduardo Molina","@ed_moliin","10:54","Un voto de agradecimiento a AMLO. Un voto en conciencia por México. La 4T Va!!!! Al rato todos al zócalo!!!!  EleccionesMéxico2024  ClaudiaArrasará  PlanC_YaEstáEnMarcha","un voto de agradecimiento a amlo.un voto en conciencia por méxico.la 4ta transformación va!!!!al rato todos al zócalo!!!!elecciones en méxico 2024 Claudia arrasará en las votaciones el Plan C ya está en marcha","0","1","0","0"
"Kon Kau Chuey • 徐 光 球","@konkauchuey","10:53","SALGAN A VOTAR POR TODOS AQUELLOS IRRESPONSABLES COMO YO QUE NO CUIDARON SU INE Y LA DEJARON PERDER.  EleccionesMéxico2024  VOTA  4T","salgan a votar por todos aquellos irresponsables como yo que no cuidaron su INE y la dejaron perder.elecciones en méxico 2024 vota 4ta transformación","0","1","0","0"
"Pepe le Bull","@PepeLeBull","10:53","En respuesta a @REPORTINQUIETO y @XochitlGalvez Acá el mío. @SandraCuevas_ pedi mi apoyo y así se lo di.  EleccionesMexico2024","en respuesta a reportinquieto y xochitl galvez acá el mío.sandracuevas_ pedí mi apoyo y así se lo di.elecciones en méxico 2024","1","0","0","0"
"Omg","@amps7x","10:52","Ya voté por ti @XochitlGalvez @STaboadaMx  EleccionesMéxico2024 no nos defrauden.","ya voté por ti xochitl galvez staboadamx elecciones en méxico 2024 no nos defrauden.","1","0","0","0"
"Arturo R","@aredingb","10:52","Para que continúe el Segundo piso de la transformación de la vida pública de México 🇲🇽. Mi voto 🗳️ fue todo MORENA.  EleccionesMéxico2024","para que continúe el segundo piso de la transformación de la vida pública de méxico.mi voto fue todo morena.elecciones en méxico 2024","0","1","0","0"
"Erick Gómez C","@ergomezc30","10:50","Vamos con todo…  XochitlGálvezPresidenta24  EleccionesMéxico2024  VotoMasivoPorXochitl","vamos con todo xochitl galvez presidenta 2024 elecciones en méxico 2024 voto masivo por xochitl","1","0","0","0"
"Fernanda Molina🐑🐕","@Mafer_26","10:47","¡Que siga la transformación!🫰 EleccionesMéxico2024  ClaudiaPresidentaDeMéxico","¡que siga la transformación!elecciones en méxico 2024 Claudia será presidenta de México","0","1","0","0"
"serah Rodri","@RodriSerah12521","10:45","Cumplimos con nuestro deber ciudadano, tres votos para Xóchitl.😀😄  XochitlGálvezPresidenta24","cumplimos con nuestro deber ciudadano,tres votos para xochitl.xochitl galvez presidenta 2024","1","0","0","0"
"El Amputazurdos 🪓","@androrush","10:45","Ni un voto a las ratas de Morena.  EleccionesMéxico2024  XochitlGálvezPresidenta24","ni un voto a las ratas de morena.elecciones en méxico 2024 xochitl galvez presidenta 2024","1","-1","0","0"
"cinemusicmexico","@cinemusicmexico","10:44","Mi voto por la futura Presidenta @claudia sheinbaum  EleccionesMéxico2024","mi voto por la futura presidenta claudia sheinbaum elecciones en méxico 2024","0","1","0","0"
"Aletse","@nflera27","10:43","Ella es el rostro que representa a millones de mexicanos  YoVotarePorXóchitl 🤞🏻🩷  EleccionesMéxico2024","ella es el rostro que representa a millones de mexicanos yo votaré por xochitl elecciones en méxico 2024","1","0","0","0"
"Daniel Filorio","@dxniel_rf","10:39","Por un  MexicoSinMiedo 🤞🏻🩷  MiVotoEsParaXóchitl  EleccionesMéxico2024","por un México sin miedo mi voto es para xochitl elecciones en méxico 2024","1","0","0","0"
"Nubia2","@Nubiap38","10:36","Ya voté, ¿Ustedes ya lo hicieron?  EleccionesMéxico2024  ClaudiaPresidentaDeMéxico2024","ya voté,¿ustedes ya lo hicieron?elecciones en méxico 2024 claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Elisa Calderon R.","@elisacalderonr","10:59"," XóchitlGálvezPresidenta","xochitl gálvez será la presidenta","1","0","0","0"
"Ari Rodriguez Lugo 🏳️‍⚧️","@AriRodriguezMX","10:59","Que si eres LGBT+ tienes que votar por la 4T. Pues no chiquites. Siempre hay opciones.  XóchitlGálvezPresidenta","que si eres lgbt tienes que votar por la 4ta transformación.pues no chiquites.siempre hay opciones.xochitl gálvez será la presidenta","1","-1","0","0"
"Eduardo M. “X”","@EduardoMMI6","10:58","Mi voto y el de dos amigos más.  XóchitlGálvezPresidenta","mi voto y el de dos amigos más.xochitl gálvez será la presidenta","1","0","0","0"
"💕Maribel💕💋","@ogribell","10:58","Llegué a mi casilla a las 7:20am. Pues dieron las 8am y nada que abrieron la casilla...  XóchitlGálvezPresidenta","llegué a mi casilla electoral a las 7:20am.pues dieron las 8am y nada que abrieron la casilla electoral...xochitl gálvez será la presidenta","1","0","0","0"
"Claudia de la Cerda X","@ccer0603","10:56","En respuesta a @REPORTINQUIETO y @XochitlGalvez  XóchitlGálvezPresidenta a darle raza que ya ganamos!","en respuesta a reportinquieto y xochitl galvez xochitl gálvez será la presidenta a darle raza que ya ganamos!","1","0","0","0"
"Jonathan Sjon","@sjonmx","10:55","Hay ama... sin miedo.  EleccionesMéxico2024  XóchitlGálvezPresidenta","hay ama...sin miedo.elecciones en méxico 2024 xochitl gálvez será la presidenta","1","0","0","0"
"Ramiro López","@soyramirolopez","10:50","En respuesta a @Bibymar También ya. ¡Qué emoción, qué nervios!  XóchitlGálvezPresidenta","en respuesta a bibymar también ya.¡qué emoción,qué nervios!xochitl gálvez será la presidenta","1","0","0","0"
